student_id,age,gender,year_of_study,gpa,academic_consistency,programming_skill_score,problem_solving_score,digital_skill_score,communication_skill_score,teamwork_score,leadership_score,adaptability_score,learning_motivation_score,internship_count,internship_duration_months,project_count,project_portfolio_score,industry_alignment_score,workshops_attended,online_courses_completed,networking_events_attended,career_clarity_score,market_awareness_score,higher_study_interest,target_industry,career_goal_alignment_score,interview_readiness_score,resume_quality_score,employment_competitiveness_score,employment_competitiveness_level
STU0906,19,Male,4,7.38,78.44,59.52,82.79,69.4,63.82,63.81,58.01,50.26,76.03,1,4,5,60.82,58.84,5,4,3,65.64,63.91,No,Research,70.29,68.73,53.81,36.15,Low
STU0907,19,Female,1,6.14,57.16,83.13,73.63,78.51,59.13,61.29,81.82,80.62,82.75,0,0,7,89.1,62.44,5,4,2,74.68,71.93,Yes,Education,73.83,51.99,52.63,37.48,Low
STU0908,20,Female,2,6.35,57.82,69.42,64.13,67.3,55.75,91.41,87.04,74.68,61.11,1,3,4,72.69,65.78,7,0,6,64.89,86.7,No,Finance,77.79,60.5,60.39,44.54,Medium
STU0909,24,Female,1,8.62,76.72,87.92,76.47,82.19,100.0,80.7,87.51,72.13,92.84,2,11,3,76.12,71.94,11,6,5,95.06,74.21,No,Research,81.75,82.49,72.65,66.32,Medium
STU0910,23,Female,2,8.92,94.91,61.27,82.98,55.78,66.73,86.8,69.68,55.2,65.74,0,0,8,81.73,49.45,7,8,5,67.56,63.72,Yes,Consulting,69.82,66.52,51.59,54.48,Medium
STU0911,20,Female,4,6.91,80.51,69.29,67.75,71.16,44.97,47.57,45.31,91.68,90.43,1,3,6,79.11,81.39,9,4,5,68.71,76.67,Yes,Education,62.1,65.11,72.26,42.18,Medium
STU0912,22,Female,3,7.26,88.29,58.01,86.78,65.41,89.42,70.34,67.88,65.96,69.19,2,7,4,56.31,59.56,5,3,6,45.77,54.19,No,Government,62.21,64.95,67.18,27.57,Low
STU0913,22,Female,2,6.11,70.89,70.1,86.82,55.52,77.94,68.21,89.93,78.4,65.49,2,10,5,62.81,69.12,4,1,6,68.18,64.55,Undecided,Research,65.4,65.52,70.06,28.82,Low
STU0914,19,Male,2,8.61,95.63,50.78,73.38,69.89,60.04,58.56,55.96,54.55,68.13,2,8,4,46.83,61.84,4,4,4,96.12,76.9,Undecided,Research,83.64,60.41,61.27,44.19,Medium
STU0915,21,Male,1,8.0,77.94,63.66,70.83,58.2,57.87,63.36,65.86,69.71,72.72,2,10,2,55.15,61.78,1,4,6,90.31,82.98,Undecided,Healthcare,88.52,74.54,50.27,33.71,Low
STU0916,23,Male,2,9.53,87.68,51.33,77.03,61.13,78.76,68.35,62.57,75.5,83.56,3,13,7,56.56,68.25,5,7,3,67.26,74.73,No,Information Technology,73.14,66.2,63.94,68.81,Medium
STU0917,19,Female,3,6.15,71.3,79.02,84.27,87.11,66.79,61.86,76.46,75.92,78.76,5,23,9,99.64,100.0,5,2,3,68.62,66.66,No,Healthcare,73.66,69.03,96.48,82.54,High
STU0918,21,Female,4,6.75,73.67,79.32,70.03,84.88,44.96,71.82,57.91,73.86,64.45,0,2,7,79.89,54.87,5,9,6,51.32,65.84,No,Research,70.71,48.66,57.28,23.44,Low
STU0919,21,Male,4,7.48,78.07,47.51,59.49,58.47,93.23,94.19,83.1,77.93,66.8,0,1,6,64.29,58.47,4,6,4,75.23,75.06,Yes,Consulting,73.42,84.44,60.21,35.85,Low
STU0920,25,Female,1,7.98,84.53,87.34,73.31,76.41,64.36,78.45,51.35,58.43,63.86,4,8,5,80.96,86.41,6,2,3,74.88,51.88,No,Finance,66.57,67.04,81.12,56.47,Medium
STU0921,22,Male,4,6.94,74.72,100.0,89.42,96.48,89.44,85.49,60.92,74.37,72.46,2,11,0,40.33,64.89,7,4,6,77.92,75.07,Yes,Research,95.15,69.59,64.67,63.86,Medium
STU0922,24,Female,4,6.15,74.34,70.6,78.12,77.58,86.62,79.91,77.72,73.37,71.14,3,12,3,57.93,61.21,4,4,3,46.15,73.28,No,Manufacturing,58.1,76.08,71.8,48.58,Medium
STU0923,18,Male,4,8.26,93.4,61.67,64.64,59.73,56.99,60.68,47.58,74.78,71.57,1,3,4,74.21,61.53,3,6,5,87.4,83.42,Undecided,Consulting,78.82,73.12,57.72,37.41,Low
STU0924,24,Male,3,8.07,86.44,100.0,86.61,79.05,83.43,68.01,97.92,72.87,79.54,4,9,6,82.73,73.54,3,3,5,66.56,68.04,Undecided,Manufacturing,74.3,80.12,69.93,84.62,High
STU0925,18,Male,2,6.1,70.82,52.85,52.79,40.34,61.53,71.32,43.61,56.72,87.17,5,10,5,52.91,87.26,6,4,2,88.43,77.31,No,Consulting,88.42,63.86,84.47,49.4,Medium
STU0926,20,Male,2,8.83,93.07,70.26,72.0,72.18,45.73,48.84,46.92,56.19,69.89,3,9,6,71.82,64.34,9,1,2,73.06,52.23,Yes,Information Technology,72.08,50.35,79.77,54.45,Medium
STU0927,22,Male,1,8.6,84.17,72.34,81.42,70.96,64.48,59.08,65.0,45.43,64.19,0,0,9,100.0,68.32,2,4,5,91.44,81.34,No,Finance,79.99,72.59,64.36,51.43,Medium
STU0928,21,Male,2,7.36,81.54,87.49,77.04,91.48,75.17,85.36,72.29,81.81,83.12,4,15,4,64.5,70.26,10,7,1,79.74,64.57,No,Finance,72.5,71.98,76.32,78.55,High
STU0929,23,Female,2,7.3,65.94,74.68,69.28,76.66,63.98,87.8,61.48,81.93,67.63,4,19,2,43.82,77.94,9,8,3,57.43,62.13,Undecided,Finance,62.56,60.75,76.14,52.79,Medium
STU0930,18,Female,3,7.86,88.12,63.52,61.41,80.28,66.01,73.64,58.78,82.12,86.5,3,14,7,73.5,71.81,4,8,8,82.31,76.12,Undecided,Finance,76.62,60.5,60.49,48.16,Medium
STU0931,24,Male,4,6.17,57.17,57.63,62.44,56.72,84.87,89.26,68.57,75.68,61.25,0,2,8,68.93,59.08,5,6,0,85.26,78.88,Yes,Research,82.13,82.63,67.63,44.75,Medium
STU0932,21,Female,3,7.24,77.16,65.56,71.15,79.44,71.38,69.66,66.79,46.4,82.42,4,10,7,59.9,62.12,3,3,3,73.15,61.66,Yes,Consulting,67.32,67.46,66.7,41.46,Medium
STU0933,18,Female,1,4.62,45.66,56.91,50.76,58.01,59.04,53.19,84.8,59.68,61.99,1,5,5,70.95,53.07,7,4,6,65.78,59.38,Undecided,Information Technology,76.06,59.65,71.19,16.71,Low
STU0934,18,Male,4,8.25,88.12,70.62,76.11,78.62,79.13,81.73,77.32,74.04,72.47,1,3,4,73.1,66.31,5,3,3,83.86,55.55,Undecided,Information Technology,65.24,73.83,68.58,48.0,Medium
STU0935,25,Male,4,5.33,57.73,62.67,64.85,51.88,72.57,78.35,87.76,73.63,62.0,3,14,4,65.29,82.03,5,8,4,87.3,52.02,Yes,Government,84.72,72.72,74.86,54.72,Medium
STU0936,18,Male,4,9.0,79.84,50.58,59.19,62.17,37.22,57.47,63.5,69.33,69.12,1,3,4,64.85,62.2,6,6,3,50.32,60.8,No,Information Technology,50.17,48.91,72.56,27.1,Low
STU0937,23,Male,4,6.8,74.14,86.32,67.98,59.63,75.57,71.58,85.31,76.43,86.23,3,6,3,61.96,91.61,5,5,6,72.02,64.37,Yes,Consulting,83.8,65.28,76.22,60.92,Medium
STU0938,22,Female,3,6.95,68.5,63.53,82.01,64.27,75.09,83.41,42.37,72.14,59.2,3,6,2,63.05,76.13,8,6,3,67.05,51.44,Yes,Manufacturing,69.66,58.78,80.08,54.84,Medium
STU0939,23,Male,4,6.45,74.22,53.51,59.99,65.83,70.26,61.76,63.53,73.45,67.0,0,2,8,73.7,54.64,6,12,8,98.44,82.82,Undecided,Finance,83.41,84.57,61.93,36.56,Low
STU0940,19,Female,1,6.85,71.66,67.81,69.82,64.09,81.59,68.98,88.23,64.33,64.33,3,8,2,53.74,61.29,3,7,3,59.28,68.58,No,Consulting,65.65,65.28,59.83,46.94,Medium
STU0941,21,Female,2,8.9,92.87,70.89,87.49,60.49,61.26,57.49,56.58,83.78,82.5,5,20,3,53.06,94.39,11,10,5,78.33,71.43,Yes,Healthcare,80.2,60.89,71.2,70.6,High
STU0942,22,Male,2,4.21,41.19,47.3,78.93,66.48,74.37,74.32,93.75,66.83,57.03,1,6,10,75.34,69.21,9,7,3,80.39,70.48,Yes,Education,80.86,74.07,74.92,36.54,Low
STU0943,25,Female,1,8.73,84.44,74.31,68.04,71.84,49.63,51.45,76.22,56.03,57.94,3,13,3,55.92,60.21,5,10,4,70.93,79.54,Undecided,Information Technology,73.92,66.36,64.84,51.55,Medium
STU0944,22,Male,1,7.61,75.28,56.39,70.32,58.12,75.29,67.04,64.66,62.75,66.57,2,6,3,72.57,59.44,2,1,6,90.72,86.99,No,Information Technology,79.17,87.8,69.95,56.24,Medium
STU0945,22,Female,3,5.75,67.75,92.24,74.56,83.15,95.39,75.87,72.36,67.82,68.16,2,4,7,99.55,70.18,10,5,4,68.58,68.12,Undecided,Consulting,77.07,73.66,79.11,57.84,Medium
STU0946,24,Male,4,5.91,74.93,76.81,71.48,100.0,57.07,63.08,52.18,83.93,70.75,1,2,3,68.08,63.34,5,7,2,51.66,47.23,No,Manufacturing,56.72,50.78,64.37,30.75,Low
STU0947,22,Female,3,9.21,87.25,64.8,68.94,79.18,60.12,52.18,53.74,71.49,83.17,2,9,7,74.25,51.52,6,7,9,92.03,79.74,No,Manufacturing,94.16,74.24,69.17,74.02,High
STU0948,25,Female,1,6.07,72.17,60.31,58.39,76.8,60.77,68.22,52.28,69.77,79.47,0,3,6,67.5,46.89,5,2,9,63.3,75.44,No,Education,69.12,69.06,51.59,17.08,Low
STU0949,23,Male,4,5.82,47.19,68.64,62.07,74.11,71.69,84.73,80.72,57.02,57.92,5,20,4,77.73,89.07,10,7,3,71.42,73.17,Undecided,Manufacturing,74.15,67.65,97.55,63.5,Medium
STU0950,22,Female,3,8.56,78.68,77.97,65.83,76.55,56.18,66.64,47.9,81.43,79.04,3,13,5,72.47,72.26,8,4,1,67.66,64.09,Yes,Consulting,77.82,66.14,81.56,69.23,Medium
STU0951,20,Female,2,7.61,71.78,69.67,79.05,46.36,75.48,89.38,85.4,64.18,49.93,2,11,4,70.71,60.73,8,5,1,55.83,50.36,No,Research,59.44,60.62,60.88,41.55,Medium
STU0952,21,Female,3,6.07,55.16,67.18,64.98,62.16,81.01,89.79,87.22,70.8,61.76,2,6,4,59.08,67.58,8,7,6,56.25,70.7,Undecided,Information Technology,55.97,71.32,59.04,32.88,Low
STU0953,22,Female,2,7.46,66.05,70.76,73.34,66.11,76.95,82.4,56.14,89.76,84.09,2,11,5,67.39,70.85,4,4,4,46.89,76.47,Undecided,Finance,52.76,59.92,57.29,41.87,Medium
STU0954,21,Female,2,5.97,66.62,62.15,62.55,47.43,47.01,61.9,80.02,78.11,67.94,2,9,5,73.0,64.04,7,4,5,77.78,75.14,No,Finance,64.24,65.79,80.82,33.71,Low
STU0955,20,Male,4,8.52,85.18,65.54,71.37,56.47,82.94,77.55,82.04,52.46,63.92,2,6,4,57.06,54.51,5,3,4,80.8,77.44,No,Manufacturing,72.33,81.92,56.36,61.81,Medium
STU0956,20,Male,2,8.47,88.89,42.88,67.71,35.78,82.19,84.62,87.16,50.77,91.84,2,8,8,77.79,76.76,3,5,3,73.73,63.34,Yes,Education,67.39,75.17,74.74,39.8,Low
STU0957,21,Female,3,7.84,85.39,82.66,72.77,77.08,80.79,72.44,64.45,71.23,92.63,1,3,5,68.33,56.74,7,7,4,79.14,68.78,No,Government,80.92,64.59,55.25,57.13,Medium
STU0958,18,Male,4,7.63,80.53,73.88,73.57,80.82,74.85,54.86,73.38,57.45,74.63,1,4,9,94.94,69.12,3,6,4,68.03,49.94,No,Finance,70.21,64.54,73.07,37.86,Low
STU0959,19,Female,3,9.31,98.39,59.95,69.54,76.04,72.86,77.71,86.93,79.78,93.62,2,8,3,50.14,64.88,6,6,9,73.03,79.93,Undecided,Information Technology,61.16,75.54,65.81,58.79,Medium
STU0960,24,Female,1,7.2,74.31,94.68,76.49,88.22,83.42,66.23,70.85,72.51,52.73,4,16,2,77.16,68.86,9,8,3,69.58,37.76,Yes,Government,63.86,63.55,86.12,70.4,High
STU0961,18,Male,1,5.78,53.71,71.13,48.93,61.49,95.01,73.13,100.0,73.98,58.9,1,4,6,74.38,55.57,5,3,3,68.92,49.89,Undecided,Finance,60.9,82.44,68.29,39.7,Low
STU0962,18,Male,1,7.74,87.06,56.53,81.62,43.77,57.61,65.93,66.01,63.52,70.3,0,0,5,70.98,50.78,3,7,2,53.75,61.17,Yes,Education,63.04,72.37,42.52,30.8,Low
STU0963,23,Female,3,9.7,93.18,81.14,78.63,59.06,84.02,76.86,89.6,92.9,83.36,1,7,8,88.23,85.36,5,8,3,89.75,62.53,Yes,Government,90.76,73.28,77.76,82.06,High
STU0964,24,Male,2,5.98,57.27,75.17,78.18,60.65,68.88,56.88,68.64,100.0,70.64,5,21,4,62.3,67.39,5,6,3,65.66,44.17,Yes,Manufacturing,54.26,66.57,90.71,50.56,Medium
STU0965,24,Female,1,6.77,69.68,75.13,81.75,64.43,68.31,72.39,77.44,68.66,47.04,4,10,8,90.89,85.75,8,2,8,63.05,73.75,Undecided,Healthcare,72.65,66.91,82.3,61.03,Medium
STU0966,18,Male,4,7.7,72.91,64.47,59.24,65.86,50.03,72.17,45.71,76.24,76.86,3,10,7,86.79,68.85,11,5,4,61.57,49.15,No,Government,67.35,57.91,85.49,45.86,Medium
STU0967,22,Female,3,7.14,71.34,75.86,65.4,63.58,66.3,58.55,69.52,73.17,76.81,5,22,3,49.96,98.08,5,5,5,64.22,77.99,Yes,Consulting,71.77,67.49,71.79,60.87,Medium
STU0968,23,Male,2,6.02,66.59,66.6,88.76,72.02,57.04,78.39,60.88,68.88,83.39,2,8,6,74.36,69.41,3,7,6,64.38,74.27,Yes,Finance,65.63,62.65,72.15,47.0,Medium
STU0969,23,Female,3,8.55,89.39,77.23,95.05,72.15,63.97,53.18,52.45,62.02,67.8,5,12,8,86.17,79.94,5,4,5,72.94,88.8,Undecided,Information Technology,74.45,68.82,86.02,83.0,High
STU0970,20,Male,3,9.98,93.54,45.24,67.84,56.99,55.72,86.25,93.05,58.98,67.6,1,4,7,72.51,43.54,6,5,2,44.75,58.57,Undecided,Education,52.28,58.28,41.49,27.07,Low
STU0971,25,Female,1,7.44,73.55,64.36,71.76,78.8,64.16,64.76,64.14,58.37,44.13,1,5,1,58.36,60.46,6,7,4,57.09,81.85,Yes,Finance,70.98,57.23,52.35,34.75,Low
STU0972,24,Male,2,6.12,72.6,92.39,76.94,71.01,64.72,70.58,56.84,76.86,70.83,3,10,5,83.87,78.48,5,2,4,92.31,65.64,Yes,Government,74.72,67.89,85.08,54.25,Medium
STU0973,18,Female,4,5.34,61.53,60.03,67.01,69.2,71.26,53.15,60.11,65.76,74.37,2,11,5,75.26,73.46,4,2,8,91.27,76.9,Undecided,Healthcare,87.13,77.19,73.45,51.11,Medium
STU0974,20,Female,3,7.51,92.12,62.15,69.47,66.04,49.01,61.43,46.15,41.06,64.05,3,11,2,53.86,54.48,7,5,6,66.09,73.06,Undecided,Manufacturing,73.25,57.15,61.19,30.92,Low
STU0975,21,Male,3,8.52,94.94,64.18,60.85,63.96,51.21,65.33,80.87,77.34,100.0,1,5,8,78.99,81.28,4,3,2,100.0,72.74,Undecided,Finance,73.43,77.41,74.48,51.39,Medium
STU0976,19,Male,2,7.77,87.94,54.21,59.6,70.67,74.7,72.75,63.79,71.54,74.93,3,13,5,44.58,61.65,3,5,8,80.51,80.63,Undecided,Education,87.32,79.39,48.97,50.81,Medium
STU0977,25,Male,1,7.2,65.08,41.29,56.53,63.5,59.63,61.2,70.68,88.16,75.55,1,5,2,55.77,57.55,3,7,4,92.08,74.93,No,Finance,98.13,65.41,53.57,39.94,Low
STU0978,25,Female,1,6.49,73.76,67.0,61.92,59.39,83.97,68.32,89.18,76.48,61.49,0,1,3,38.45,46.62,8,6,0,71.37,57.91,Undecided,Manufacturing,64.02,71.48,36.19,25.69,Low
STU0979,25,Female,2,5.89,62.64,71.77,68.68,69.65,72.93,84.12,69.67,54.26,65.79,5,10,6,87.82,91.15,8,1,3,66.24,54.81,Undecided,Education,70.4,71.4,75.04,50.62,Medium
STU0980,23,Female,2,8.2,79.94,69.32,65.58,72.94,77.89,75.36,80.23,45.24,48.74,4,16,8,90.19,98.13,4,6,2,84.29,61.17,Undecided,Consulting,83.77,76.3,94.71,62.26,Medium
STU0981,21,Male,1,8.3,85.88,68.12,69.45,66.74,88.34,95.16,71.03,63.37,80.31,5,20,5,84.59,83.54,4,4,7,86.77,70.43,No,Healthcare,83.72,80.36,89.93,70.56,High
STU0982,25,Male,4,5.35,64.77,70.56,76.25,76.66,65.97,64.42,96.39,64.5,73.54,3,15,7,81.82,85.95,10,7,3,65.92,54.26,No,Information Technology,67.59,62.82,75.71,42.19,Medium
STU0983,21,Female,4,9.11,95.5,83.3,87.89,80.63,62.53,63.79,77.2,83.32,95.65,3,10,2,63.16,81.6,3,6,9,76.61,80.47,No,Research,65.79,77.29,67.41,70.81,High
STU0984,22,Female,4,7.89,74.86,67.52,71.51,87.46,81.33,84.75,75.68,71.89,63.59,2,6,5,67.15,74.23,8,3,3,25.93,42.91,Undecided,Research,39.7,49.6,55.43,36.36,Low
STU0985,25,Other,4,8.88,95.12,62.54,83.47,51.09,76.62,58.25,58.27,85.6,85.42,1,4,4,62.5,70.34,8,2,4,60.25,58.84,Yes,Consulting,61.65,78.47,59.1,62.08,Medium
STU0986,19,Male,2,5.59,55.85,66.35,68.25,67.27,67.56,58.27,63.92,56.1,66.45,1,5,5,62.42,48.66,9,4,7,91.41,95.0,Yes,Research,98.73,80.11,59.82,42.4,Medium
STU0987,21,Female,4,5.56,61.56,77.53,83.01,65.56,88.09,90.62,77.66,83.58,75.6,1,2,5,71.2,64.45,4,3,6,61.98,73.48,No,Government,59.64,85.71,56.81,38.47,Low
STU0988,21,Male,1,7.02,71.06,88.36,75.95,86.64,67.24,58.54,88.73,80.65,66.28,4,9,3,59.15,76.83,4,4,6,69.2,79.31,Undecided,Research,87.55,69.86,82.37,67.37,Medium
STU0989,19,Male,4,7.8,78.67,61.83,66.92,49.83,70.43,53.5,49.63,47.78,45.34,1,4,6,72.01,60.55,3,4,0,68.15,70.07,Yes,Manufacturing,81.64,84.17,48.88,21.66,Low
STU0990,25,Female,4,9.36,99.6,71.29,71.53,74.67,70.28,90.31,78.8,87.87,89.34,5,17,12,100.0,100.0,2,1,2,53.58,74.19,No,Government,58.13,62.55,78.9,83.98,High
STU0991,19,Female,3,8.05,75.17,74.4,71.36,66.62,57.85,52.09,60.47,73.12,71.87,2,7,6,75.88,79.42,4,8,5,68.67,68.91,Yes,Government,61.27,64.55,71.2,46.16,Medium
STU0992,21,Other,4,6.91,85.81,57.1,78.45,56.06,71.01,73.8,70.17,76.7,72.94,3,6,4,59.26,59.48,13,6,1,66.87,63.14,Undecided,Finance,74.76,72.64,69.83,55.37,Medium
STU0993,19,Male,3,5.97,50.98,70.27,74.86,56.18,88.16,80.36,76.86,61.62,68.2,0,0,4,59.65,36.79,6,6,5,56.26,59.53,Yes,Healthcare,59.12,75.94,51.22,30.07,Low
STU0994,21,Male,2,8.68,83.94,50.95,74.99,55.37,75.78,45.99,61.65,87.3,80.16,1,6,2,52.31,49.87,3,5,4,67.84,58.35,Undecided,Education,64.24,63.75,41.67,38.92,Low
STU0995,21,Female,2,6.04,66.95,47.0,45.23,68.7,70.4,69.01,80.23,57.77,53.89,5,22,3,53.97,51.74,8,3,4,52.35,46.42,No,Research,61.67,51.85,67.36,32.06,Low
STU0996,22,Female,3,9.15,96.44,74.77,91.07,72.87,67.9,75.04,78.55,81.99,65.97,1,3,7,83.38,63.66,8,5,3,69.27,55.11,Undecided,Consulting,57.24,60.47,67.33,37.94,Low
STU0997,18,Male,1,6.86,71.04,65.01,54.41,74.03,74.3,76.98,78.54,81.85,64.26,1,3,8,75.22,75.38,7,3,8,68.89,69.87,Undecided,Education,77.23,69.46,71.97,49.53,Medium
STU0998,21,Male,3,9.11,91.59,72.63,86.92,88.59,79.75,84.92,41.25,60.31,96.69,1,5,4,70.81,45.09,5,6,1,99.59,73.85,Undecided,Education,77.02,80.7,41.61,53.3,Medium
STU0999,25,Male,4,8.01,84.96,69.77,73.19,73.01,77.92,71.19,75.99,95.8,89.98,1,6,5,63.31,52.15,5,6,8,58.0,59.89,No,Government,52.99,68.28,55.86,48.7,Medium
STU1000,20,Female,1,7.04,71.74,57.31,71.52,57.93,65.69,76.69,51.4,74.78,74.24,1,3,0,35.88,33.98,3,7,2,82.17,58.04,Yes,Finance,78.71,72.76,45.69,33.51,Low
STU1001,23,Male,4,6.58,78.97,69.41,63.21,74.85,74.22,66.51,77.59,79.85,74.96,3,13,4,65.03,72.98,9,1,3,48.32,36.99,Yes,Consulting,54.53,58.51,61.37,49.5,Medium
STU1002,24,Male,4,6.79,76.99,53.97,75.6,56.24,76.24,60.2,85.82,53.67,65.82,2,11,5,73.09,72.6,6,4,2,100.0,67.13,No,Research,68.21,66.97,70.02,51.81,Medium
STU1003,18,Male,4,7.71,85.5,88.08,72.84,75.4,56.91,52.63,49.53,97.41,94.65,2,8,6,71.17,65.68,11,5,2,75.95,66.21,No,Research,78.54,70.82,59.64,47.62,Medium
STU1004,18,Male,4,7.29,68.85,52.37,57.32,45.6,72.19,57.86,63.16,57.31,61.88,1,5,5,55.42,46.32,5,7,3,73.59,67.28,No,Manufacturing,85.17,77.7,57.86,21.56,Low
STU1005,18,Male,3,6.49,67.85,67.45,61.12,78.36,41.9,68.95,55.42,84.3,79.23,4,13,5,52.9,72.06,7,3,4,79.19,67.49,No,Consulting,75.03,62.0,79.56,47.0,Medium
STU1006,22,Female,4,7.0,70.9,56.45,51.18,59.19,76.27,59.18,82.61,60.06,64.7,4,12,5,68.81,88.9,4,4,1,70.97,59.34,No,Healthcare,76.69,68.42,70.93,49.86,Medium
STU1007,21,Male,4,7.29,68.57,77.42,74.59,76.4,78.58,78.1,76.12,64.57,85.83,0,2,7,79.4,65.66,5,4,1,63.79,59.38,No,Education,62.94,70.78,52.32,47.53,Medium
STU1008,22,Female,1,4.65,54.37,65.69,78.04,57.77,79.72,73.21,94.29,81.47,75.15,2,6,6,76.39,63.49,7,5,3,55.94,73.03,Yes,Information Technology,73.33,77.45,76.08,47.67,Medium
STU1009,21,Male,3,7.75,75.99,63.26,91.4,71.15,64.86,68.16,73.04,84.33,88.11,0,0,4,64.85,47.7,12,4,6,73.04,68.97,No,Manufacturing,53.54,61.32,54.44,40.69,Medium
STU1010,25,Female,3,6.02,68.77,81.09,76.34,68.98,74.02,86.95,79.85,56.74,60.83,4,16,3,69.69,73.36,8,2,7,88.8,78.67,No,Healthcare,78.17,73.83,78.88,60.85,Medium
STU1011,22,Female,2,5.82,54.89,70.38,74.82,69.29,88.51,75.45,77.35,85.09,79.26,3,7,11,99.64,87.76,6,3,5,42.0,46.74,No,Research,70.18,61.45,74.54,43.27,Medium
STU1012,22,Female,3,5.18,68.65,76.72,75.41,82.97,88.38,85.89,89.97,84.54,71.58,4,15,7,76.18,65.65,10,6,2,100.0,78.7,No,Healthcare,98.06,79.36,78.62,75.95,High
STU1013,23,Female,3,5.05,49.18,57.24,61.96,71.39,69.62,71.7,49.65,60.74,61.43,1,3,2,51.89,57.18,2,2,8,57.07,70.34,Yes,Education,63.14,82.2,54.36,29.58,Low
STU1014,20,Male,1,5.57,61.67,51.74,57.13,60.24,71.81,70.79,71.75,91.18,88.65,2,11,7,76.43,62.16,10,3,1,74.64,57.82,No,Information Technology,68.68,69.7,73.76,36.05,Low
STU1015,22,Male,3,6.35,72.69,71.39,74.13,53.58,84.44,100.0,83.27,54.52,57.41,1,4,5,67.2,55.23,4,8,4,59.14,51.91,No,Education,51.97,62.17,63.22,30.48,Low
STU1016,23,Female,4,9.54,91.87,65.85,81.09,98.15,50.49,48.31,66.24,64.5,78.33,2,9,6,73.77,59.2,4,8,5,69.13,72.68,Undecided,Manufacturing,71.67,53.75,63.41,48.41,Medium
STU1017,19,Other,3,6.57,75.1,78.14,71.82,92.44,65.8,82.5,71.07,77.75,78.55,2,9,4,56.59,66.95,5,5,4,74.91,58.31,Undecided,Finance,57.08,71.75,56.38,47.96,Medium
STU1018,20,Female,1,7.41,68.09,68.96,69.24,77.15,87.36,85.88,67.43,61.76,72.04,0,2,3,48.96,38.66,4,8,4,67.33,71.88,Yes,Manufacturing,74.23,83.02,50.49,33.26,Low
STU1019,25,Female,1,7.68,89.28,72.67,78.48,64.44,82.68,72.41,74.1,75.17,74.74,3,7,3,47.15,52.27,3,4,4,72.68,86.35,No,Government,74.04,84.24,62.88,60.41,Medium
STU1020,22,Female,2,7.36,76.34,48.9,70.34,57.76,74.8,89.95,65.19,74.89,92.96,2,6,10,89.42,66.98,7,4,1,71.65,73.6,No,Information Technology,77.91,83.81,58.8,51.17,Medium
STU1021,24,Male,4,7.11,69.82,94.55,73.46,78.57,50.42,44.21,32.98,69.76,58.71,4,15,7,94.01,75.78,11,3,1,78.45,64.76,No,Research,68.99,60.09,76.32,51.59,Medium
STU1022,18,Male,2,5.77,59.84,67.86,66.07,81.96,69.35,65.99,77.16,81.99,83.67,1,4,4,52.35,60.56,5,3,6,77.43,80.34,No,Government,73.54,65.46,61.78,43.98,Medium
STU1023,19,Female,3,8.94,96.12,79.07,99.52,78.11,62.33,55.96,70.12,69.26,90.36,4,14,7,83.96,71.56,1,5,1,37.48,43.17,Yes,Government,53.38,68.36,64.54,47.63,Medium
STU1024,19,Female,2,9.37,90.24,59.13,82.5,56.68,74.3,77.56,79.33,74.78,96.13,5,12,7,79.27,86.28,6,5,3,64.99,50.61,Yes,Finance,58.9,61.99,77.94,73.51,High
STU1025,25,Male,2,5.18,51.37,74.0,77.07,67.99,59.48,55.64,77.98,85.76,54.41,5,23,4,62.71,73.58,5,4,3,90.08,73.86,No,Consulting,78.79,74.91,85.78,52.51,Medium
STU1026,23,Female,4,5.97,62.18,53.06,60.84,72.39,56.67,69.83,58.63,81.49,63.39,4,15,5,76.38,95.24,6,6,2,82.67,61.93,Undecided,Consulting,84.5,60.68,75.39,45.33,Medium
STU1027,19,Male,4,6.86,63.5,75.88,73.94,89.73,43.16,57.56,41.76,81.43,85.08,4,8,7,69.9,81.19,5,8,6,53.27,51.93,Yes,Government,67.6,57.4,63.87,53.64,Medium
STU1028,20,Female,1,6.04,77.1,65.37,79.42,83.24,85.88,73.85,74.48,58.21,52.55,3,10,8,79.86,68.65,5,9,7,64.42,54.44,No,Healthcare,69.04,63.68,67.16,58.38,Medium
STU1029,22,Male,2,7.81,76.33,70.38,85.87,78.28,64.8,73.05,65.6,78.3,60.75,1,4,4,41.34,49.25,8,4,7,66.58,69.3,Undecided,Education,69.42,81.8,43.04,46.16,Medium
STU1030,22,Male,1,6.33,72.79,79.07,60.45,72.96,72.04,69.73,60.31,61.46,64.52,3,6,1,55.44,56.08,6,8,3,66.33,74.15,Undecided,Government,88.23,72.56,58.22,47.79,Medium
STU1031,24,Female,3,9.8,99.67,53.98,63.65,30.0,69.97,60.6,65.74,56.62,78.6,3,8,5,58.04,72.93,12,4,5,67.58,67.09,No,Consulting,78.62,60.23,64.93,50.01,Medium
STU1032,25,Male,3,8.63,80.78,61.1,81.24,68.58,56.12,93.27,67.34,71.14,88.95,5,21,5,50.58,76.91,7,6,6,62.35,66.78,Yes,Manufacturing,61.93,48.63,77.66,58.31,Medium
STU1033,18,Female,1,7.46,77.1,75.95,73.95,73.75,53.63,59.26,40.12,61.15,68.66,2,8,10,100.0,81.19,5,4,3,55.47,59.89,No,Research,66.14,56.86,89.07,46.82,Medium
